bank_txn_id,transaction_id,utr_number,merchant_id,acquirer_bank,settlement_date,value_date,bank_settled_amount,charges_deducted,gst_deducted,currency_code,settlement_status,batch_id,neft_ifsc,mismatch_reason,narration
BNKTXN7564102,TXN0002038,UTR021368841577,MERCH0006,HDFC Bank,20-02-2024,21-02-2024,69739.12,932.09,167.78,INR,SETTLED,BATCH202402193,HDFC9660,,Settlement for TXN0002038
BNKTXN4521726,TXN0002040,UTR063022829335,MERCH0010,Kotak,22-05-2024,23-05-2024,47691.3,817.07,147.07,INR,SETTLED,BATCH202405201,HDFC5479,,Settlement for TXN0002040
BNKTXN5021179,TXN0002041,,MERCH0003,Kotak,10-10-2024,11-10-2024,133189.66,2632.6,473.87,INR,SETTLED,BATCH202410091,HDFC6638,,Settlement for TXN0002041
BNKTXN1251213,TXN0002043,UTR886797447619,MERCH0014,PNB,30-07-2024,31-07-2024,78636.64,853.88,153.7,INR,SETTLED,BATCH202407294,HDFC8141,,Settlement for TXN0002043
BNKTXN5799561,TXN0002044,UTR334774963379,MERCH0010,SBI,19-11-2024,20-11-2024,57496.46,833.41,150.01,INR,SETTLED,BATCH202411183,HDFC8453,,Settlement for TXN0002044
BNKTXN8761783,TXN0002045,UTR345052194050,MERCH0017,PNB,13-03-2024,14-03-2024,80850.32,1584.49,285.21,INR,SETTLED,BATCH202403115,HDFC4989,,Settlement for TXN0002045
BNKTXN7978421,TXN0002046,UTR366098591981,MERCH0029,Yes Bank,06-03-2024,07-03-2024,140032.67,2391.15,430.41,INR,SETTLED,BATCH202403044,HDFC1338,,Settlement for TXN0002046
BNKTXN5310264,TXN0002047,UTR489557131984,MERCH0017,Axis Bank,22-03-2024,23-03-2024,77721.64,1374.98,247.5,INR,SETTLED,BATCH202403202,HDFC3223,,Settlement for TXN0002047
BNKTXN8201024,TXN0002048,UTR721238487756,MERCH0005,Kotak,13-03-2024,14-03-2024,70574.14,961.63,173.09,INR,SETTLED,BATCH202403114,HDFC8540,,Settlement for TXN0002048
BNKTXN1491558,TXN0002050,UTR658540591934,MERCH0020,Axis Bank,17-08-2024,18-08-2024,109152.82,1776.02,319.68,INR,SETTLED,BATCH202408164,HDFC1544,,Settlement for TXN0002050
BNKTXN7574491,TXN0002051,UTR653353597598,MERCH0002,PNB,24-02-2024,25-02-2024,137348.94,3314.65,596.64,INR,SETTLED,BATCH202402221,HDFC2529,,Settlement for TXN0002051
BNKTXN7796796,TXN0002052,UTR788273763097,MERCH0030,Yes Bank,03-01-2024,04-01-2024,112970.18,1627.69,292.98,INR,SETTLED,BATCH202401012,HDFC4798,,Settlement for TXN0002052
BNKTXN9374601,TXN0002053,UTR785500445072,MERCH0039,Kotak,25-11-2024,26-11-2024,73595.38,1357.4,244.33,INR,SETTLED,BATCH202411241,HDFC8922,,Settlement for TXN0002053
BNKTXN2042012,TXN0002054,UTR265278254630,MERCH0022,Yes Bank,09-01-2024,10-01-2024,104478.9,2136.11,384.5,INR,SETTLED,BATCH202401073,HDFC1190,,Settlement for TXN0002054
BNKTXN1035491,TXN0002055,UTR724581987088,MERCH0020,ICICI Bank,14-07-2024,15-07-2024,47077.42,879.77,158.36,INR,SETTLED,BATCH202407135,HDFC8483,,Settlement for TXN0002055
BNKTXN9233409,TXN0002056,UTR683950705130,MERCH0027,Axis Bank,22-05-2024,23-05-2024,91263.33,1543.89,277.9,INR,SETTLED,BATCH202405215,HDFC4600,,Settlement for TXN0002056
BNKTXN9836355,TXN0002057,UTR278537982149,MERCH0011,SBI,05-05-2024,06-05-2024,66874.9,637.96,114.83,INR,SETTLED,BATCH202405031,HDFC2383,,Settlement for TXN0002057
BNKTXN7027465,TXN0002058,UTR306848368167,MERCH0011,Axis Bank,26-09-2024,27-09-2024,141463.75,2147.22,386.5,INR,SETTLED,BATCH202409241,HDFC8626,,Settlement for TXN0002058
BNKTXN8353322,TXN0002060,UTR258988108558,MERCH0029,ICICI Bank,07-07-2024,08-07-2024,144576.23,2008.0,361.44,INR,SETTLED,BATCH202407053,HDFC3354,,Settlement for TXN0002060
BNKTXN3395119,TXN0002061,UTR104150749316,MERCH0025,Yes Bank,01-11-2024,02-11-2024,78078.82,904.09,162.74,INR,SETTLED,BATCH202410311,HDFC7337,,Settlement for TXN0002061
BNKTXN5836920,TXN0002062,UTR404750004584,MERCH0003,Kotak,14-05-2024,15-05-2024,143914.43,1516.24,272.92,INR,SETTLED,BATCH202405134,HDFC9716,Fee Rounding,Settlement for TXN0002062
BNKTXN7019740,TXN0002063,UTR649493565803,MERCH0042,Kotak,08-06-2024,09-06-2024,99844.24,2437.33,438.72,INR,SETTLED,BATCH202406063,HDFC2781,,Settlement for TXN0002063
BNKTXN6787631,TXN0002064,UTR170833514244,MERCH0042,Yes Bank,26-02-2024,27-02-2024,48010.67,837.65,150.78,INR,SETTLED,BATCH202402244,HDFC3508,Fee Rounding,Settlement for TXN0002064
BNKTXN1505908,TXN0002065,UTR453980488672,MERCH0021,HDFC Bank,30-09-2024,01-10-2024,113184.23,2389.38,430.09,INR,SETTLED,BATCH202409294,HDFC3548,,Settlement for TXN0002065
BNKTXN3134826,TXN0002067,UTR912815016454,MERCH0027,ICICI Bank,28-03-2024,29-03-2024,92736.08,1288.6,231.95,INR,SETTLED,BATCH202403271,HDFC4115,,Settlement for TXN0002067
BNKTXN7687455,TXN0002068,UTR762295794745,MERCH0003,Yes Bank,16-05-2024,17-05-2024,65009.13,1225.07,220.51,INR,SETTLED,BATCH202405154,HDFC7489,,Settlement for TXN0002068
BNKTXN2821510,TXN0002069,UTR716042614471,MERCH0027,PNB,02-07-2024,03-07-2024,13284.29,193.95,34.91,INR,SETTLED,BATCH202406301,HDFC8844,,Settlement for TXN0002069
BNKTXN9159887,TXN0002070,UTR296945419137,MERCH0036,Kotak,13-03-2024,14-03-2024,50770.45,1012.54,182.26,INR,SETTLED,BATCH202403122,HDFC8428,,Settlement for TXN0002070
BNKTXN9542252,TXN0002071,UTR652427607414,MERCH0028,HDFC Bank,23-08-2024,24-08-2024,28516.33,373.97,67.31,INR,SETTLED,BATCH202408221,HDFC5347,,Settlement for TXN0002071
BNKTXN4297142,TXN0002072,UTR832621384155,MERCH0005,Yes Bank,17-05-2024,18-05-2024,52211.55,804.05,144.73,INR,SETTLED,BATCH202405163,HDFC1693,,Settlement for TXN0002072
BNKTXN2678017,TXN0002073,,MERCH0013,HDFC Bank,06-07-2024,07-07-2024,133088.26,2308.94,415.61,INR,SETTLED,BATCH202407055,HDFC6164,,Settlement for TXN0002073
BNKTXN9338370,TXN0002074,UTR727332627767,MERCH0019,ICICI Bank,10-07-2024,11-07-2024,116121.41,1341.8,241.52,INR,SETTLED,BATCH202407081,HDFC4625,,Settlement for TXN0002074
BNKTXN2443589,TXN0002076,UTR668490536678,MERCH0014,SBI,20-03-2024,21-03-2024,131201.66,1527.95,275.03,INR,SETTLED,BATCH202403192,HDFC3017,,Settlement for TXN0002076
BNKTXN2795416,TXN0002077,UTR388333151801,MERCH0026,Kotak,07-07-2024,08-07-2024,36183.76,352.93,63.53,INR,SETTLED,BATCH202407062,HDFC3158,,Settlement for TXN0002077
BNKTXN3953007,TXN0002078,UTR889531154397,MERCH0035,Axis Bank,14-06-2024,15-06-2024,17596.52,332.62,59.87,INR,SETTLED,BATCH202406133,HDFC1902,,Settlement for TXN0002078
BNKTXN2756120,TXN0002080,UTR789225182613,MERCH0022,SBI,10-06-2024,11-06-2024,119772.83,1697.55,305.56,INR,SETTLED,BATCH202406085,HDFC9456,,Settlement for TXN0002080
BNKTXN5513049,TXN0002082,UTR686650836816,MERCH0036,HDFC Bank,08-08-2024,09-08-2024,51890.17,1214.84,218.67,INR,SETTLED,BATCH202408074,HDFC2576,,Settlement for TXN0002082
BNKTXN3570677,TXN0002083,UTR439039092005,MERCH0048,SBI,02-07-2024,03-07-2024,101228.69,1672.56,301.06,INR,SETTLED,BATCH202407014,HDFC3532,,Settlement for TXN0002083
BNKTXN5696494,TXN0002084,UTR579888921327,MERCH0015,ICICI Bank,03-09-2024,04-09-2024,42138.03,579.53,104.32,INR,SETTLED,BATCH202409022,HDFC6672,,Settlement for TXN0002084
BNKTXN8685099,TXN0002086,UTR924636698375,MERCH0024,Yes Bank,26-06-2024,27-06-2024,119385.1,2722.82,490.11,INR,SETTLED,BATCH202406253,HDFC2467,,Settlement for TXN0002086
BNKTXN5988126,TXN0002087,UTR709903172113,MERCH0050,Yes Bank,29-07-2024,30-07-2024,128952.14,2229.67,401.34,INR,SETTLED,BATCH202407283,HDFC2256,,Settlement for TXN0002087
BNKTXN8045427,TXN0002089,UTR260931642663,MERCH0015,HDFC Bank,23-03-2024,24-03-2024,138757.66,1637.3,294.71,INR,SETTLED,BATCH202403222,HDFC9525,,Settlement for TXN0002089
BNKTXN2382609,TXN0002090,UTR945740519950,MERCH0036,Yes Bank,06-01-2024,07-01-2024,66081.37,1255.11,225.92,INR,SETTLED,BATCH202401044,HDFC5108,Fee Rounding,Settlement for TXN0002090
BNKTXN6666217,TXN0002091,UTR359517635241,MERCH0016,SBI,07-11-2024,08-11-2024,23266.28,370.51,66.69,INR,SETTLED,BATCH202411055,HDFC5104,,Settlement for TXN0002091
BNKTXN7719806,TXN0002092,UTR024923577741,MERCH0043,HDFC Bank,07-07-2024,08-07-2024,60863.35,1297.92,233.63,INR,SETTLED,BATCH202407051,HDFC9183,,Settlement for TXN0002092
BNKTXN1723147,TXN0002093,UTR975261587898,MERCH0039,PNB,11-05-2024,12-05-2024,72941.46,1482.25,266.81,INR,SETTLED,BATCH202405104,HDFC8897,,Settlement for TXN0002093
BNKTXN6797898,TXN0002094,UTR412484546731,MERCH0044,HDFC Bank,04-05-2024,05-05-2024,9933.78,116.58,20.98,INR,SETTLED,BATCH202405033,HDFC2144,,Settlement for TXN0002094
BNKTXN3227785,TXN0002095,UTR450857034011,MERCH0032,Axis Bank,11-08-2024,12-08-2024,60411.49,1141.23,205.42,INR,SETTLED,BATCH202408101,HDFC4480,Fee Rounding,Settlement for TXN0002095
BNKTXN2255298,TXN0002096,UTR831817203579,MERCH0025,ICICI Bank,10-09-2024,11-09-2024,99195.27,1636.6,294.59,INR,SETTLED,BATCH202409091,HDFC4804,,Settlement for TXN0002096
BNKTXN9675720,TXN0002097,UTR260782411643,MERCH0018,Yes Bank,17-09-2024,18-09-2024,108834.41,1553.72,279.67,INR,SETTLED,BATCH202409151,HDFC4176,,Settlement for TXN0002097
BNKTXN8631945,TXN0002098,UTR482230642116,MERCH0033,HDFC Bank,03-07-2024,04-07-2024,58444.22,949.34,170.88,INR,SETTLED,BATCH202407023,HDFC8457,,Settlement for TXN0002098
BNKTXN7914228,TXN0002099,UTR665217464533,MERCH0007,Kotak,02-09-2024,03-09-2024,34900.42,847.57,152.56,INR,SETTLED,BATCH202408311,HDFC4914,,Settlement for TXN0002099
BNKTXN4119358,TXN0002100,UTR371346310789,MERCH0044,Kotak,16-01-2024,17-01-2024,42778.89,455.61,82.01,INR,SETTLED,BATCH202401143,HDFC8752,,Settlement for TXN0002100
BNKTXN5572463,TXN0002101,UTR041544747334,MERCH0045,Yes Bank,18-10-2024,19-10-2024,118025.5,2093.7,376.87,INR,SETTLED,BATCH202410174,HDFC5431,,Settlement for TXN0002101
BNKTXN9717934,TXN0002102,UTR525317504093,MERCH0031,Yes Bank,18-06-2024,19-06-2024,13888.86,223.33,40.2,INR,SETTLED,BATCH202406163,HDFC5548,,Settlement for TXN0002102
BNKTXN7428873,TXN0002103,,MERCH0033,ICICI Bank,06-08-2024,07-08-2024,94646.48,2010.86,361.95,INR,SETTLED,BATCH202408042,HDFC4753,,Settlement for TXN0002103
BNKTXN8313897,TXN0002104,UTR924161195406,MERCH0012,Yes Bank,04-06-2024,05-06-2024,30151.48,711.71,128.11,INR,SETTLED,BATCH202406035,HDFC1760,,Settlement for TXN0002104
BNKTXN9519876,TXN0002105,UTR179592822331,MERCH0012,Axis Bank,02-06-2024,03-06-2024,113029.08,1303.56,234.64,INR,SETTLED,BATCH202406013,HDFC7531,,Settlement for TXN0002105
BNKTXN4761306,TXN0002109,UTR505925309558,MERCH0032,PNB,11-09-2024,12-09-2024,104904.57,1446.35,260.34,INR,SETTLED,BATCH202409092,HDFC9973,,Settlement for TXN0002109
BNKTXN3552232,TXN0002110,UTR723816129213,MERCH0021,Yes Bank,25-04-2024,26-04-2024,31086.38,581.41,104.65,INR,SETTLED,BATCH202404242,HDFC8681,,Settlement for TXN0002110
BNKTXN8408861,TXN0002111,UTR024694841232,MERCH0047,SBI,21-01-2024,22-01-2024,27518.78,680.41,122.47,INR,SETTLED,BATCH202401204,HDFC5538,,Settlement for TXN0002111
BNKTXN2493583,TXN0002115,UTR449883803747,MERCH0048,HDFC Bank,25-05-2024,26-05-2024,135694.5,3120.45,561.68,INR,SETTLED,BATCH202405244,HDFC7019,,Settlement for TXN0002115
BNKTXN2118737,TXN0002116,UTR540770053558,MERCH0034,ICICI Bank,18-09-2024,19-09-2024,24828.21,570.9,102.76,INR,SETTLED,BATCH202409171,HDFC5557,,Settlement for TXN0002116
BNKTXN6889326,TXN0002117,UTR502847798258,MERCH0032,Axis Bank,18-09-2024,19-09-2024,96560.04,1243.82,223.89,INR,SETTLED,BATCH202409164,HDFC5209,,Settlement for TXN0002117
BNKTXN2598921,TXN0002119,UTR161195530937,MERCH0014,ICICI Bank,25-03-2024,26-03-2024,14700.54,324.85,58.47,INR,SETTLED,BATCH202403232,HDFC4392,,Settlement for TXN0002119
BNKTXN5215605,TXN0002121,UTR072162474246,MERCH0036,SBI,21-01-2024,22-01-2024,135552.08,2383.21,428.98,INR,SETTLED,BATCH202401203,HDFC5186,,Settlement for TXN0002121
BNKTXN9555186,TXN0002122,UTR053679120720,MERCH0040,Kotak,27-10-2024,28-10-2024,19808.16,395.37,71.17,INR,SETTLED,BATCH202410252,HDFC6802,,Settlement for TXN0002122
BNKTXN7267639,TXN0002123,UTR996844565781,MERCH0047,ICICI Bank,29-09-2024,30-09-2024,135633.9,2429.05,437.23,INR,SETTLED,BATCH202409273,HDFC6453,,Settlement for TXN0002123
BNKTXN1140802,TXN0002124,UTR556740920167,MERCH0021,Yes Bank,23-01-2024,24-01-2024,132298.57,3333.83,600.09,INR,SETTLED,BATCH202401221,HDFC8199,,Settlement for TXN0002124
BNKTXN9708967,TXN0002126,UTR548400004004,MERCH0046,PNB,10-08-2024,11-08-2024,114933.31,2857.0,514.26,INR,SETTLED,BATCH202408094,HDFC8786,,Settlement for TXN0002126
BNKTXN8342845,TXN0002127,UTR604899246625,MERCH0029,HDFC Bank,26-04-2024,27-04-2024,65360.41,775.53,139.6,INR,SETTLED,BATCH202404241,HDFC2598,,Settlement for TXN0002127
BNKTXN1481603,TXN0002128,UTR165250815959,MERCH0002,HDFC Bank,23-08-2024,24-08-2024,146562.46,1599.21,287.86,INR,SETTLED,BATCH202408214,HDFC4665,,Settlement for TXN0002128
BNKTXN4035789,TXN0002129,UTR631032319767,MERCH0004,ICICI Bank,30-01-2024,31-01-2024,70601.94,1578.09,284.06,INR,SETTLED,BATCH202401284,HDFC4463,,Settlement for TXN0002129
BNKTXN4040953,TXN0002130,UTR892441832811,MERCH0016,ICICI Bank,25-04-2024,26-04-2024,41565.04,899.28,161.87,INR,SETTLED,BATCH202404233,HDFC9926,,Settlement for TXN0002130
BNKTXN4915911,TXN0002131,UTR591448940094,MERCH0025,ICICI Bank,04-10-2024,05-10-2024,115269.48,1912.52,344.25,INR,SETTLED,BATCH202410035,HDFC4967,,Settlement for TXN0002131
BNKTXN4251816,TXN0002132,UTR807376764973,MERCH0029,ICICI Bank,09-09-2024,10-09-2024,124301.82,2156.13,388.1,INR,SETTLED,BATCH202409072,HDFC2578,,Settlement for TXN0002132
BNKTXN8571826,TXN0002134,UTR919352642599,MERCH0014,Axis Bank,16-06-2024,17-06-2024,8490.49,162.41,29.23,INR,SETTLED,BATCH202406141,HDFC2464,,Settlement for TXN0002134
BNKTXN2893196,TXN0002135,UTR563967044777,MERCH0008,ICICI Bank,13-06-2024,14-06-2024,85482.75,812.78,146.3,INR,SETTLED,BATCH202406124,HDFC9431,,Settlement for TXN0002135
BNKTXN4741477,TXN0002137,UTR744845557663,MERCH0016,SBI,27-06-2024,28-06-2024,57331.83,1115.1,200.72,INR,SETTLED,BATCH202406263,HDFC2378,,Settlement for TXN0002137
BNKTXN5770659,TXN0002139,UTR894266036698,MERCH0002,PNB,02-06-2024,03-06-2024,129874.21,2241.7,403.51,INR,SETTLED,BATCH202405313,HDFC7273,,Settlement for TXN0002139
BNKTXN1264660,TXN0002141,,MERCH0013,Kotak,18-05-2024,19-05-2024,114819.96,2330.38,419.47,INR,SETTLED,BATCH202405174,HDFC4471,,Settlement for TXN0002141
BNKTXN9829028,TXN0002142,UTR569780798230,MERCH0031,HDFC Bank,14-05-2024,15-05-2024,14632.43,278.89,50.2,INR,SETTLED,BATCH202405132,HDFC5066,,Settlement for TXN0002142
BNKTXN5861193,TXN0002143,UTR374326924941,MERCH0036,Yes Bank,21-10-2024,22-10-2024,109529.61,1027.53,184.96,INR,SETTLED,BATCH202410195,HDFC3452,,Settlement for TXN0002143
BNKTXN1315194,TXN0002144,UTR464031182879,MERCH0007,ICICI Bank,26-08-2024,27-08-2024,102263.85,1891.23,340.42,INR,SETTLED,BATCH202408251,HDFC4638,,Settlement for TXN0002144
BNKTXN9772603,TXN0002147,UTR485030277217,MERCH0037,Axis Bank,26-07-2024,27-07-2024,69947.26,1185.75,213.44,INR,SETTLED,BATCH202407241,HDFC6326,,Settlement for TXN0002147
BNKTXN5965495,TXN0002148,UTR483726877938,MERCH0043,PNB,18-05-2024,19-05-2024,91577.94,1049.57,188.92,INR,SETTLED,BATCH202405162,HDFC9390,,Settlement for TXN0002148
BNKTXN2299691,TXN0002149,UTR691040762969,MERCH0025,PNB,22-06-2024,23-06-2024,37769.35,834.43,150.2,INR,SETTLED,BATCH202406203,HDFC8477,,Settlement for TXN0002149
BNKTXN9413538,TXN0002150,UTR410719129433,MERCH0030,Axis Bank,28-03-2024,29-03-2024,20864.75,287.04,51.67,INR,SETTLED,BATCH202403263,HDFC6630,,Settlement for TXN0002150
BNKTXN6295621,TXN0002151,UTR311015845673,MERCH0006,HDFC Bank,29-03-2024,30-03-2024,11741.35,146.85,26.43,INR,SETTLED,BATCH202403271,HDFC2840,,Settlement for TXN0002151
BNKTXN4039634,TXN0002152,UTR073021737339,MERCH0031,HDFC Bank,18-04-2024,19-04-2024,140561.25,2104.52,378.81,INR,SETTLED,BATCH202404161,HDFC2749,,Settlement for TXN0002152
BNKTXN3514059,TXN0002153,UTR922400613865,MERCH0018,Axis Bank,09-08-2024,10-08-2024,107144.15,3061.08,550.99,INR,SETTLED,BATCH202408071,HDFC1039,Partial Settlement,Settlement for TXN0002153
BNKTXN6867915,TXN0002156,UTR779660548562,MERCH0021,HDFC Bank,07-06-2024,08-06-2024,130268.93,3039.23,547.06,INR,SETTLED,BATCH202406062,HDFC6161,,Settlement for TXN0002156
BNKTXN9064022,TXN0002157,UTR486175418277,MERCH0007,Kotak,01-05-2024,02-05-2024,8423.25,158.34,28.5,INR,SETTLED,BATCH202404304,HDFC9996,,Settlement for TXN0002157
BNKTXN4121003,TXN0002158,UTR557082678650,MERCH0017,HDFC Bank,25-05-2024,26-05-2024,11198.49,193.52,34.83,INR,SETTLED,BATCH202405232,HDFC6172,,Settlement for TXN0002158
BNKTXN6698983,TXN0002159,UTR805015137862,MERCH0027,Kotak,26-10-2024,27-10-2024,117552.96,1103.57,198.64,INR,SETTLED,BATCH202410242,HDFC5082,,Settlement for TXN0002159
BNKTXN1625723,TXN0002160,UTR076817006814,MERCH0015,Kotak,27-01-2024,28-01-2024,74721.93,1039.22,187.06,INR,SETTLED,BATCH202401255,HDFC2044,,Settlement for TXN0002160
BNKTXN4822544,TXN0002161,UTR715007601751,MERCH0046,HDFC Bank,02-06-2024,03-06-2024,7060.19,93.17,16.77,INR,SETTLED,BATCH202406013,HDFC2286,,Settlement for TXN0002161
BNKTXN2327043,TXN0002162,UTR677066721922,MERCH0036,Kotak,16-07-2024,17-07-2024,67781.08,729.11,131.24,INR,SETTLED,BATCH202407151,HDFC3386,,Settlement for TXN0002162
BNKTXN6118777,TXN0002163,UTR783367408912,MERCH0044,Kotak,15-02-2024,16-02-2024,26153.67,393.34,70.8,INR,SETTLED,BATCH202402134,HDFC8574,,Settlement for TXN0002163
BNKTXN5885047,TXN0002164,UTR225620836108,MERCH0035,ICICI Bank,18-08-2024,19-08-2024,127869.53,1222.25,220.0,INR,SETTLED,BATCH202408171,HDFC6514,,Settlement for TXN0002164
BNKTXN2915793,TXN0002165,UTR637035595915,MERCH0008,Axis Bank,27-11-2024,28-11-2024,105431.09,2235.55,402.4,INR,SETTLED,BATCH202411264,HDFC4548,,Settlement for TXN0002165
BNKTXN1970611,TXN0002168,UTR871834100066,MERCH0021,Kotak,09-01-2024,10-01-2024,136631.45,3089.24,556.06,INR,SETTLED,BATCH202401085,HDFC2090,,Settlement for TXN0002168
BNKTXN8428454,TXN0002169,UTR560897064937,MERCH0024,ICICI Bank,12-01-2024,13-01-2024,9154.58,188.97,34.01,INR,SETTLED,BATCH202401115,HDFC4730,,Settlement for TXN0002169
BNKTXN7504528,TXN0002170,UTR470278902764,MERCH0024,HDFC Bank,04-09-2024,05-09-2024,82118.3,1071.59,192.89,INR,SETTLED,BATCH202409033,HDFC7464,,Settlement for TXN0002170
BNKTXN8386571,TXN0002171,UTR754738808427,MERCH0020,SBI,29-11-2024,30-11-2024,137163.11,1982.03,356.77,INR,SETTLED,BATCH202411271,HDFC8024,,Settlement for TXN0002171
BNKTXN7702093,TXN0002172,UTR851550135247,MERCH0006,Kotak,06-03-2024,07-03-2024,1980.87,40.62,7.31,INR,SETTLED,BATCH202403041,HDFC9753,,Settlement for TXN0002172
BNKTXN3935644,TXN0002175,UTR689947387930,MERCH0037,SBI,25-03-2024,26-03-2024,59943.57,1160.95,208.97,INR,SETTLED,BATCH202403245,HDFC7897,,Settlement for TXN0002175
BNKTXN6502715,TXN0002176,UTR712413739491,MERCH0009,Kotak,26-05-2024,27-05-2024,29188.34,655.95,118.07,INR,SETTLED,BATCH202405255,HDFC5425,,Settlement for TXN0002176
BNKTXN7546958,TXN0002177,UTR653145945681,MERCH0024,Kotak,17-06-2024,18-06-2024,28102.41,392.08,70.57,INR,SETTLED,BATCH202406162,HDFC7390,,Settlement for TXN0002177
BNKTXN6090967,TXN0002178,UTR330230423338,MERCH0034,HDFC Bank,28-07-2024,29-07-2024,70745.33,1119.19,201.45,INR,SETTLED,BATCH202407262,HDFC4509,,Settlement for TXN0002178
BNKTXN2524184,TXN0002179,UTR004386668470,MERCH0032,Axis Bank,13-01-2024,14-01-2024,22862.64,213.65,38.46,INR,SETTLED,BATCH202401112,HDFC1017,,Settlement for TXN0002179
BNKTXN7642183,TXN0002180,,MERCH0013,Kotak,03-05-2024,04-05-2024,61804.97,993.85,178.89,INR,SETTLED,BATCH202405021,HDFC1123,,Settlement for TXN0002180
BNKTXN2519886,TXN0002181,,MERCH0044,Yes Bank,26-04-2024,27-04-2024,101603.58,1525.38,274.57,INR,SETTLED,BATCH202404244,HDFC9850,,Settlement for TXN0002181
BNKTXN8912646,TXN0002183,UTR068179224199,MERCH0030,HDFC Bank,24-05-2024,25-05-2024,55679.81,966.23,173.92,INR,SETTLED,BATCH202405231,HDFC9116,,Settlement for TXN0002183
BNKTXN5844831,TXN0002184,UTR448789048334,MERCH0027,Axis Bank,14-04-2024,15-04-2024,80080.97,1851.98,333.36,INR,SETTLED,BATCH202404122,HDFC6274,,Settlement for TXN0002184
BNKTXN2885874,TXN0002185,UTR066640599743,MERCH0041,Axis Bank,26-01-2024,27-01-2024,98795.75,1715.7,308.83,INR,SETTLED,BATCH202401242,HDFC8061,,Settlement for TXN0002185
BNKTXN6998791,TXN0002187,UTR813731421756,MERCH0009,Kotak,22-04-2024,23-04-2024,116322.53,1666.06,299.89,INR,SETTLED,BATCH202404213,HDFC4037,,Settlement for TXN0002187
BNKTXN3337824,TXN0002188,UTR059766208407,MERCH0034,ICICI Bank,19-03-2024,20-03-2024,80392.07,1323.24,238.18,INR,SETTLED,BATCH202403173,HDFC1797,,Settlement for TXN0002188
BNKTXN4374045,TXN0002190,UTR667292990722,MERCH0046,Kotak,14-05-2024,15-05-2024,38785.36,710.75,127.94,INR,SETTLED,BATCH202405134,HDFC9908,,Settlement for TXN0002190
BNKTXN8738076,TXN0002192,UTR225468629661,MERCH0004,Axis Bank,09-11-2024,10-11-2024,110647.24,1958.87,352.6,INR,SETTLED,BATCH202411085,HDFC4994,,Settlement for TXN0002192
BNKTXN8211297,TXN0002193,UTR492627350600,MERCH0047,PNB,07-08-2024,08-08-2024,96786.85,1004.04,180.73,INR,SETTLED,BATCH202408053,HDFC2175,,Settlement for TXN0002193
BNKTXN8239215,TXN0002194,UTR091009166595,MERCH0020,Yes Bank,05-09-2024,06-09-2024,64236.49,882.75,158.89,INR,SETTLED,BATCH202409041,HDFC8832,,Settlement for TXN0002194
BNKTXN7600133,TXN0002197,UTR910708611713,MERCH0043,Yes Bank,14-02-2024,15-02-2024,120269.09,2883.71,519.07,INR,SETTLED,BATCH202402124,HDFC6977,,Settlement for TXN0002197
BNKTXN2372802,TXN0002199,UTR887559875920,MERCH0017,ICICI Bank,02-03-2024,03-03-2024,129999.57,1589.06,286.03,INR,SETTLED,BATCH202403012,HDFC7299,,Settlement for TXN0002199
BNKTXN9818728,TXN0002200,UTR303297744433,MERCH0050,Yes Bank,22-01-2024,23-01-2024,136694.71,1853.85,333.69,INR,SETTLED,BATCH202401204,HDFC5537,,Settlement for TXN0002200
BNKTXN9426702,TXN0002203,UTR298299316421,MERCH0009,Axis Bank,10-01-2024,11-01-2024,82731.31,1146.19,206.31,INR,SETTLED,BATCH202401094,HDFC2177,,Settlement for TXN0002203
BNKTXN7092494,TXN0002204,UTR579991584345,MERCH0025,Yes Bank,26-10-2024,27-10-2024,10606.44,155.82,28.05,INR,SETTLED,BATCH202410242,HDFC7832,,Settlement for TXN0002204
BNKTXN7293416,TXN0002206,UTR459073128211,MERCH0005,ICICI Bank,03-04-2024,04-04-2024,110248.42,2191.81,394.53,INR,SETTLED,BATCH202404025,HDFC1280,,Settlement for TXN0002206
BNKTXN5011504,TXN0002208,UTR263276243265,MERCH0029,PNB,31-08-2024,01-09-2024,2996.08,46.97,8.45,INR,SETTLED,BATCH202408293,HDFC5795,,Settlement for TXN0002208
BNKTXN1083228,TXN0002209,UTR379877523999,MERCH0028,Kotak,18-01-2024,19-01-2024,116004.32,2677.88,482.02,INR,SETTLED,BATCH202401165,HDFC6172,,Settlement for TXN0002209
BNKTXN9889528,TXN0002210,UTR385792826290,MERCH0007,HDFC Bank,21-05-2024,22-05-2024,99973.6,1871.89,336.94,INR,SETTLED,BATCH202405203,HDFC5676,,Settlement for TXN0002210
BNKTXN9734273,TXN0002211,UTR715533317931,MERCH0043,PNB,07-07-2024,08-07-2024,117474.19,2679.28,482.27,INR,SETTLED,BATCH202407064,HDFC9763,,Settlement for TXN0002211
BNKTXN7594663,TXN0002213,UTR870051253806,MERCH0013,Yes Bank,14-07-2024,15-07-2024,89990.02,1650.33,297.06,INR,SETTLED,BATCH202407122,HDFC7266,,Settlement for TXN0002213
BNKTXN7980186,TXN0002215,UTR897531152438,MERCH0032,Axis Bank,20-09-2024,21-09-2024,27705.44,431.15,77.61,INR,SETTLED,BATCH202409195,HDFC1810,,Settlement for TXN0002215
